mandante,visitante,resultado,gols_mandante,gols_visitante
sao paulo,atletico pr,sao paulo,1,0
flamengo,Joinville,flamengo,2,0
Avai,vasco,empate,1,1
goias,figueirense,figueirense,2,3
cruzeiro,gremio,empate,0,0
ponte preta,corinthians,empate,2,2
santos,fluminense,santos,3,1
Chapecoense,palmeiras,Chapecoense,5,1
atletico mineiro,internacional,atletico mineiro,2,1
Sport,Avai,Sport,3,0
Joinville,coritiba,Joinville,3,1
figueirense,flamengo,figueirense,3,0
palmeiras,ponte preta,ponte preta,0,1
fluminense,sao paulo,fluminense,2,0
atletico pr,cruzeiro,empate,2,2
corinthians,goias,corinthians,3,0
vasco,Chapecoense,empate,1,1
gremio,santos,gremio,1,0
Avai,palmeiras,palmeiras,1,3
Joinville,figueirense,Joinville,1,0
cruzeiro,fluminense,cruzeiro,2,0
ponte preta,coritiba,ponte preta,3,0
atletico pr,corinthians,corinthians,1,4
sao paulo,vasco,empate,2,2
flamengo,internacional,internacional,0,1
gremio,Chapecoense,Chapecoense,2,3
santos,goias,santos,3,1
Sport,atletico mineiro,Sport,4,1
fluminense,atletico pr,atletico pr,0,1
internacional,Joinville,internacional,1,0
figueirense,santos,empate,0,0
palmeiras,Sport,Sport,0,2
Chapecoense,Avai,empate,0,0
corinthians,flamengo,corinthians,1,0
vasco,gremio,empate,0,0
coritiba,sao paulo,sao paulo,1,2
goias,cruzeiro,cruzeiro,0,1
atletico mineiro,ponte preta,atletico mineiro,2,1
sao paulo,Sport,sao paulo,3,0
Avai,cruzeiro,empate,1,1
ponte preta,Joinville,ponte preta,1,0
coritiba,figueirense,empate,1,1
gremio,flamengo,gremio,2,0
atletico mineiro,corinthians,corinthians,0,3
Chapecoense,atletico pr,empate,0,0
santos,palmeiras,santos,2,1
vasco,fluminense,fluminense,0,1
goias,internacional,goias,2,1
internacional,ponte preta,internacional,1,0
corinthians,coritiba,corinthians,2,1
atletico pr,Avai,atletico pr,2,1
fluminense,Chapecoense,Chapecoense,2,3
flamengo,goias,flamengo,4,1
cruzeiro,sao paulo,cruzeiro,2,1
figueirense,atletico mineiro,atletico mineiro,0,1
palmeiras,vasco,vasco,0,2
Joinville,santos,empate,0,0
Sport,gremio,Sport,1,0
cruzeiro,Sport,cruzeiro,3,0
goias,coritiba,coritiba,1,3
ponte preta,figueirense,figueirense,0,1
atletico pr,palmeiras,empate,3,3
Avai,Joinville,Avai,2,1
gremio,fluminense,gremio,1,0
Chapecoense,internacional,Chapecoense,1,0
sao paulo,atletico mineiro,sao paulo,4,2
santos,flamengo,empate,0,0
vasco,corinthians,empate,1,1
palmeiras,cruzeiro,empate,1,1
atletico mineiro,goias,empate,2,2
internacional,gremio,internacional,1,0
corinthians,sao paulo,corinthians,6,1
figueirense,Chapecoense,empate,0,0
Joinville,vasco,vasco,1,2
flamengo,ponte preta,empate,1,1
fluminense,Avai,fluminense,3,1
coritiba,santos,coritiba,1,0
Sport,atletico pr,empate,0,0
sao paulo,figueirense,sao paulo,3,2
fluminense,internacional,empate,1,1
Avai,ponte preta,Avai,1,0
cruzeiro,Joinville,cruzeiro,3,0
gremio,atletico mineiro,gremio,2,1
Sport,corinthians,Sport,2,0
palmeiras,coritiba,coritiba,0,2
Chapecoense,goias,goias,1,3
vasco,santos,vasco,1,0
atletico pr,flamengo,atletico pr,3,0
Joinville,gremio,gremio,0,2
flamengo,palmeiras,palmeiras,1,2
santos,atletico pr,santos,5,1
atletico mineiro,Chapecoense,atletico mineiro,3,0
ponte preta,Sport,Sport,0,1
internacional,cruzeiro,internacional,2,0
figueirense,fluminense,figueirense,1,0
goias,sao paulo,sao paulo,0,1
corinthians,Avai,empate,1,1
coritiba,vasco,empate,0,0
flamengo,Sport,flamengo,1,0
palmeiras,atletico pr,palmeiras,4,0
atletico mineiro,santos,atletico mineiro,1,0
coritiba,cruzeiro,coritiba,1,0
santa cruz,vitoria,santa cruz,4,1
botafogo,sao paulo,sao paulo,0,1
america mineiro,fluminense,fluminense,0,1
figueirense,ponte preta,empate,0,0
corinthians,gremio,empate,0,0
internacional,Chapecoense,empate,0,0
ponte preta,palmeiras,ponte preta,2,1
fluminense,santa cruz,empate,2,2
cruzeiro,figueirense,empate,2,2
santos,coritiba,santos,2,1
atletico pr,atletico mineiro,empate,1,1
vitoria,corinthians,vitoria,3,2
Chapecoense,america mineiro,Chapecoense,3,1
sao paulo,internacional,internacional,1,2
gremio,flamengo,gremio,1,0
Sport,botafogo,empate,1,1
figueirense,santos,empate,2,2
botafogo,atletico pr,botafogo,2,1
flamengo,Chapecoense,empate,2,2
america mineiro,vitoria,empate,1,1
santa cruz,cruzeiro,santa cruz,4,1
coritiba,sao paulo,empate,1,1
palmeiras,fluminense,palmeiras,2,0
corinthians,ponte preta,corinthians,3,0
internacional,Sport,internacional,1,0
atletico mineiro,gremio,gremio,0,3
cruzeiro,america mineiro,empate,1,1
atletico pr,figueirense,atletico pr,2,1
Chapecoense,santa cruz,empate,1,1
ponte preta,flamengo,flamengo,1,2
Sport,corinthians,corinthians,0,2
fluminense,botafogo,fluminense,1,0
vitoria,atletico mineiro,empate,1,1
sao paulo,palmeiras,sao paulo,1,0
gremio,coritiba,gremio,2,0
santos,internacional,internacional,0,1
internacional,atletico pr,internacional,1,0
coritiba,Chapecoense,Chapecoense,3,4
santa cruz,Sport,Sport,0,1
corinthians,santos,corinthians,1,0
atletico mineiro,fluminense,empate,1,1
botafogo,cruzeiro,cruzeiro,0,1
figueirense,sao paulo,figueirense,1,0
america mineiro,ponte preta,ponte preta,1,2
flamengo,vitoria,flamengo,1,0
palmeiras,gremio,palmeiras,4,3
atletico pr,santa cruz,atletico pr,1,0
Chapecoense,fluminense,empate,0,0
corinthians,coritiba,corinthians,2,1
america mineiro,figueirense,america mineiro,1,0
santos,botafogo,santos,3,0
vitoria,internacional,vitoria,1,0
Sport,atletico mineiro,empate,4,4
gremio,ponte preta,gremio,1,0
flamengo,palmeiras,palmeiras,1,2
cruzeiro,sao paulo,sao paulo,0,1
internacional,america mineiro,internacional,3,1
ponte preta,Chapecoense,ponte preta,2,1
fluminense,gremio,empate,1,1
sao paulo,atletico pr,atletico pr,1,2
botafogo,vitoria,empate,1,1
coritiba,Sport,coritiba,3,2
atletico mineiro,cruzeiro,cruzeiro,2,3
palmeiras,corinthians,palmeiras,1,0
figueirense,flamengo,figueirense,1,0
santa cruz,santos,santos,0,2
ponte preta,atletico pr,ponte preta,3,2
Chapecoense,gremio,empate,3,3
sao paulo,vitoria,sao paulo,2,0
botafogo,america mineiro,botafogo,3,1
santa cruz,figueirense,santa cruz,1,0
santos,Sport,santos,2,0
coritiba,palmeiras,empate,2,2
cruzeiro,flamengo,flamengo,0,1
internacional,atletico mineiro,internacional,2,0
fluminense,corinthians,fluminense,1,0
palmeiras,santa cruz,palmeiras,3,1
atletico pr,santos,atletico pr,1,0
america mineiro,coritiba,america mineiro,2,1
atletico mineiro,ponte preta,atletico mineiro,3,0
vitoria,Chapecoense,Chapecoense,1,2
corinthians,botafogo,corinthians,3,1
Sport,fluminense,Sport,2,1
flamengo,sao paulo,empate,2,2
figueirense,internacional,figueirense,3,2
gremio,cruzeiro,gremio,2,0
palmeiras,america mineiro,palmeiras,2,0
ponte preta,cruzeiro,cruzeiro,0,4
botafogo,figueirense,empate,0,0
santa cruz,flamengo,flamengo,0,1
fluminense,santos,santos,2,4
atletico mineiro,corinthians,atletico mineiro,2,1
gremio,vitoria,vitoria,1,2
Chapecoense,atletico pr,empate,0,0
sao paulo,Sport,empate,0,0
coritiba,internacional,empate,1,1
cruzeiro,palmeiras,cruzeiro,2,1
corinthians,santa cruz,corinthians,2,1
america mineiro,atletico mineiro,atletico mineiro,0,1
flamengo,fluminense,fluminense,1,2
vitoria,ponte preta,empate,1,1
internacional,botafogo,botafogo,2,3
atletico pr,gremio,atletico pr,2,0
santos,sao paulo,santos,3,0
figueirense,coritiba,empate,0,0
Sport,Chapecoense,Sport,5,1
vitoria,Sport,vitoria,3,2
flamengo,internacional,flamengo,1,0
gremio,santos,gremio,3,2
coritiba,atletico pr,coritiba,1,0
Chapecoense,cruzeiro,Chapecoense,3,2
america mineiro,corinthians,corinthians,0,2
sao paulo,fluminense,sao paulo,2,1
palmeiras,figueirense,palmeiras,4,0
santa cruz,ponte preta,ponte preta,0,3
atletico mineiro,botafogo,atletico mineiro,5,3
fluminense,coritiba,empate,0,0
atletico pr,america mineiro,atletico pr,1,0
cruzeiro,vitoria,empate,2,2
internacional,gremio,gremio,0,1
corinthians,flamengo,corinthians,4,0
santos,Chapecoense,santos,3,0
ponte preta,sao paulo,ponte preta,1,0
botafogo,santa cruz,botafogo,2,1
figueirense,atletico mineiro,empate,1,1
Sport,palmeiras,palmeiras,1,3
Chapecoense,corinthians,corinthians,0,2
coritiba,botafogo,empate,0,0
ponte preta,Sport,ponte preta,2,1
gremio,figueirense,gremio,2,1
flamengo,atletico mineiro,flamengo,2,0
sao paulo,america mineiro,sao paulo,3,0
santa cruz,internacional,santa cruz,1,0
vitoria,fluminense,empate,0,0
cruzeiro,atletico pr,atletico pr,0,3
palmeiras,santos,empate,1,1
botafogo,flamengo,empate,3,3
santos,ponte preta,santos,3,1
america mineiro,santa cruz,santa cruz,0,3
figueirense,Chapecoense,empate,1,1
fluminense,cruzeiro,fluminense,2,0
corinthians,sao paulo,empate,1,1
internacional,palmeiras,palmeiras,0,1
atletico pr,vitoria,empate,1,1
Sport,gremio,Sport,4,2
atletico mineiro,coritiba,atletico mineiro,2,1
corinthians,figueirense,empate,1,1
santa cruz,coritiba,coritiba,0,1
palmeiras,atletico mineiro,atletico mineiro,0,1
ponte preta,internacional,empate,2,2
Chapecoense,botafogo,Chapecoense,2,1
gremio,sao paulo,gremio,1,0
cruzeiro,Sport,Sport,1,2
atletico pr,fluminense,atletico pr,1,0
vitoria,santos,santos,2,3
flamengo,america mineiro,flamengo,2,1
figueirense,vitoria,figueirense,1,0
Sport,atletico pr,Sport,2,0
atletico mineiro,santa cruz,atletico mineiro,3,0
fluminense,ponte preta,fluminense,3,0
sao paulo,Chapecoense,empate,2,2
coritiba,flamengo,flamengo,0,2
internacional,corinthians,corinthians,0,1
santos,cruzeiro,santos,2,0
botafogo,palmeiras,botafogo,3,1
america mineiro,gremio,empate,0,0
vitoria,coritiba,vitoria,3,1
Sport,america mineiro,empate,1,1
santos,flamengo,empate,0,0
atletico pr,corinthians,atletico pr,2,0
ponte preta,botafogo,ponte preta,2,0
gremio,santa cruz,empate,0,0
sao paulo,atletico mineiro,atletico mineiro,1,2
cruzeiro,internacional,cruzeiro,4,2
Chapecoense,palmeiras,empate,1,1
flamengo,atletico pr,flamengo,1,0
america mineiro,santos,america mineiro,1,0
palmeiras,vitoria,palmeiras,2,1
coritiba,ponte preta,coritiba,3,1
santa cruz,sao paulo,sao paulo,1,2
internacional,fluminense,empate,2,2
figueirense,Sport,empate,1,1
atletico mineiro,Chapecoense,atletico mineiro,3,1
corinthians,cruzeiro,empate,1,1
Sport,flamengo,Sport,1,0
ponte preta,figueirense,ponte preta,2,0
fluminense,america mineiro,fluminense,1,0
gremio,corinthians,gremio,3,0
vitoria,santa cruz,empate,2,2
cruzeiro,coritiba,empate,2,2
santos,atletico mineiro,santos,3,0
sao paulo,botafogo,botafogo,0,1
atletico pr,palmeiras,palmeiras,0,1
Chapecoense,internacional,Chapecoense,1,0
america mineiro,Chapecoense,Chapecoense,1,2
botafogo,Sport,botafogo,3,0
atletico mineiro,atletico pr,atletico mineiro,1,0
flamengo,gremio,flamengo,2,1
palmeiras,ponte preta,empate,2,2
santa cruz,fluminense,fluminense,0,1
internacional,sao paulo,empate,1,1
coritiba,santos,coritiba,2,1
figueirense,cruzeiro,cruzeiro,1,2
corinthians,vitoria,corinthians,2,1
ponte preta,corinthians,ponte preta,2,0
santos,figueirense,figueirense,0,1
cruzeiro,santa cruz,cruzeiro,2,0
gremio,atletico mineiro,empate,1,1
fluminense,palmeiras,palmeiras,0,2
sao paulo,coritiba,empate,0,0
Chapecoense,flamengo,flamengo,1,3
Sport,internacional,empate,1,1
vitoria,america mineiro,vitoria,2,1
atletico pr,botafogo,atletico pr,1,0
fluminense,figueirense,fluminense,3,2
botafogo,gremio,botafogo,2,1
santa cruz,Chapecoense,empate,2,2
botafogo,fluminense,botafogo,1,0
figueirense,atletico pr,figueirense,1,0
atletico mineiro,vitoria,atletico mineiro,2,1
palmeiras,sao paulo,palmeiras,2,1
coritiba,gremio,coritiba,4,0
flamengo,ponte preta,flamengo,2,1
corinthians,Sport,corinthians,3,0
america mineiro,cruzeiro,cruzeiro,0,2
internacional,santos,internacional,2,1
vitoria,flamengo,flamengo,1,2
sao paulo,figueirense,sao paulo,3,1
Chapecoense,coritiba,Chapecoense,1,0
cruzeiro,botafogo,botafogo,0,2
atletico pr,internacional,atletico pr,2,1
Sport,santa cruz,Sport,5,3
santos,corinthians,santos,2,1
gremio,palmeiras,empate,0,0
ponte preta,america mineiro,empate,1,1
fluminense,atletico mineiro,fluminense,4,2
botafogo,santos,santos,0,1
figueirense,america mineiro,empate,2,2
santa cruz,atletico pr,santa cruz,1,0
ponte preta,gremio,ponte preta,3,0
coritiba,corinthians,empate,1,1
palmeiras,flamengo,empate,1,1
fluminense,Chapecoense,Chapecoense,1,2
atletico mineiro,Sport,atletico mineiro,1,0
internacional,vitoria,vitoria,0,1
sao paulo,cruzeiro,sao paulo,1,0
corinthians,palmeiras,palmeiras,0,2
flamengo,figueirense,flamengo,2,0
cruzeiro,atletico mineiro,empate,1,1
gremio,fluminense,fluminense,0,1
atletico pr,sao paulo,atletico pr,1,0
Sport,coritiba,coritiba,0,1
Chapecoense,ponte preta,empate,2,2
santos,santa cruz,santos,3,2
vitoria,botafogo,botafogo,0,1
america mineiro,internacional,america mineiro,1,0
palmeiras,coritiba,palmeiras,2,1
Sport,santos,Sport,1,0
america mineiro,botafogo,america mineiro,1,0
atletico pr,ponte preta,atletico pr,3,0
figueirense,santa cruz,figueirense,3,1
vitoria,sao paulo,vitoria,2,0
corinthians,fluminense,fluminense,0,1
gremio,Chapecoense,gremio,1,0
flamengo,cruzeiro,flamengo,2,1
atletico mineiro,internacional,atletico mineiro,3,1
fluminense,Sport,fluminense,3,1
sao paulo,flamengo,empate,0,0
Chapecoense,vitoria,vitoria,1,4
santos,atletico pr,santos,2,0
botafogo,corinthians,botafogo,2,0
ponte preta,atletico mineiro,atletico mineiro,1,2
cruzeiro,gremio,cruzeiro,1,0
internacional,figueirense,internacional,1,0
santa cruz,palmeiras,palmeiras,2,3
coritiba,america mineiro,coritiba,3,0
vitoria,gremio,gremio,0,1
atletico pr,Chapecoense,atletico pr,3,1
corinthians,atletico mineiro,empate,0,0
santos,fluminense,santos,2,1
Sport,sao paulo,empate,1,1
internacional,coritiba,internacional,1,0
cruzeiro,ponte preta,cruzeiro,2,0
flamengo,santa cruz,flamengo,3,0
america mineiro,palmeiras,palmeiras,0,2
figueirense,botafogo,botafogo,0,1
Chapecoense,Sport,Chapecoense,3,0
coritiba,figueirense,empate,0,0
santa cruz,corinthians,corinthians,2,4
botafogo,internacional,botafogo,1,0
ponte preta,vitoria,ponte preta,2,0
atletico mineiro,america mineiro,atletico mineiro,3,0
palmeiras,cruzeiro,empate,0,0
gremio,atletico pr,gremio,1,0
fluminense,flamengo,flamengo,1,2
sao paulo,santos,santos,0,1
botafogo,atletico mineiro,botafogo,3,2
cruzeiro,Chapecoense,empate,0,0
atletico pr,coritiba,atletico pr,2,0
internacional,flamengo,internacional,2,1
figueirense,palmeiras,palmeiras,1,2
corinthians,america mineiro,corinthians,2,0
ponte preta,santa cruz,ponte preta,3,0
Sport,vitoria,Sport,1,0
santos,gremio,empate,1,1
fluminense,sao paulo,sao paulo,1,2
santa cruz,botafogo,botafogo,0,1
sao paulo,ponte preta,sao paulo,2,0
flamengo,corinthians,empate,2,2
vitoria,cruzeiro,cruzeiro,0,1
palmeiras,Sport,palmeiras,2,1
gremio,internacional,empate,0,0
coritiba,fluminense,empate,1,1
atletico mineiro,figueirense,atletico mineiro,3,0
Chapecoense,santos,santos,0,1
america mineiro,atletico pr,america mineiro,1,0
Sport,ponte preta,Sport,1,0
fluminense,vitoria,empate,2,2
atletico mineiro,flamengo,empate,2,2
corinthians,Chapecoense,empate,1,1
atletico pr,cruzeiro,atletico pr,1,0
botafogo,coritiba,empate,0,0
internacional,santa cruz,empate,1,1
figueirense,gremio,empate,0,0
santos,palmeiras,santos,1,0
america mineiro,sao paulo,america mineiro,1,0
flamengo,botafogo,empate,0,0
sao paulo,corinthians,sao paulo,4,0
ponte preta,santos,santos,1,2
santa cruz,america mineiro,santa cruz,1,0
palmeiras,internacional,palmeiras,1,0
vitoria,atletico pr,vitoria,3,2
cruzeiro,fluminense,cruzeiro,4,2
coritiba,atletico mineiro,coritiba,2,0
Chapecoense,figueirense,Chapecoense,1,0
gremio,Sport,Sport,0,3
fluminense,atletico pr,empate,1,1
botafogo,Chapecoense,Chapecoense,0,2
coritiba,santa cruz,coritiba,1,0
Sport,cruzeiro,cruzeiro,0,1
america mineiro,flamengo,flamengo,0,1
figueirense,corinthians,empate,1,1
santos,vitoria,santos,3,2
sao paulo,gremio,empate,1,1
internacional,ponte preta,empate,1,1
atletico mineiro,palmeiras,empate,1,1
vitoria,figueirense,vitoria,4,0
cruzeiro,santos,empate,2,2
palmeiras,botafogo,palmeiras,1,0
gremio,america mineiro,gremio,3,0
ponte preta,fluminense,ponte preta,1,0
atletico pr,Sport,atletico pr,2,0
flamengo,coritiba,empate,2,2
Chapecoense,sao paulo,Chapecoense,2,0
santa cruz,atletico mineiro,empate,3,3
corinthians,internacional,corinthians,1,0
botafogo,ponte preta,empate,1,1
america mineiro,Sport,empate,2,2
corinthians,atletico pr,empate,0,0
internacional,cruzeiro,internacional,1,0
atletico mineiro,sao paulo,sao paulo,1,2
flamengo,santos,flamengo,2,0
palmeiras,Chapecoense,palmeiras,1,0
santa cruz,gremio,santa cruz,5,1
figueirense,fluminense,figueirense,1,0
coritiba,vitoria,vitoria,0,1
cruzeiro,corinthians,cruzeiro,3,2
fluminense,internacional,empate,1,1
gremio,botafogo,botafogo,0,1
sao paulo,santa cruz,sao paulo,5,0
atletico pr,flamengo,empate,0,0
vitoria,palmeiras,palmeiras,1,2
ponte preta,coritiba,ponte preta,2,0
santos,america mineiro,santos,1,0
Sport,figueirense,Sport,2,0
flamengo,atletico mineiro,empate,1,1
corinthians,Chapecoense,empate,1,1
fluminense,santos,fluminense,3,2
cruzeiro,sao paulo,cruzeiro,1,0
ponte preta,Sport,ponte preta,4,0
Avai,vitoria,empate,0,0
bahia,atletico pr,bahia,6,2
palmeiras,vasco,palmeiras,4,0
gremio,botafogo,gremio,2,0
coritiba,atletico goianense,coritiba,4,1
santos,coritiba,santos,1,0
atletico goianense,flamengo,flamengo,0,3
Chapecoense,palmeiras,Chapecoense,1,0
vasco,bahia,vasco,2,1
vitoria,corinthians,corinthians,0,1
atletico pr,gremio,gremio,0,2
atletico mineiro,fluminense,fluminense,1,2
botafogo,ponte preta,botafogo,2,0
Sport,cruzeiro,empate,1,1
sao paulo,Avai,sao paulo,2,0
vasco,fluminense,vasco,3,2
sao paulo,palmeiras,sao paulo,2,0
vitoria,coritiba,coritiba,0,1
atletico mineiro,ponte preta,empate,2,2
atletico pr,flamengo,empate,1,1
atletico goianense,corinthians,corinthians,0,1
santos,cruzeiro,cruzeiro,0,1
Sport,gremio,Sport,4,3
botafogo,bahia,botafogo,1,0
Chapecoense,Avai,Chapecoense,2,0
coritiba,atletico pr,coritiba,1,0
fluminense,vitoria,fluminense,2,1
corinthians,santos,corinthians,2,0
Avai,Sport,Avai,1,0
flamengo,botafogo,empate,0,0
gremio,vasco,gremio,2,0
palmeiras,atletico mineiro,empate,0,0
ponte preta,sao paulo,ponte preta,1,0
cruzeiro,Chapecoense,Chapecoense,0,2
bahia,atletico goianense,bahia,3,0
fluminense,atletico pr,empate,1,1
atletico mineiro,Avai,atletico mineiro,1,0
coritiba,palmeiras,coritiba,1,0
santos,botafogo,santos,1,0
vasco,corinthians,corinthians,2,5
Sport,flamengo,Sport,2,0
atletico goianense,ponte preta,atletico goianense,3,0
sao paulo,vitoria,sao paulo,2,0
Chapecoense,gremio,gremio,3,6
bahia,cruzeiro,bahia,1,0
palmeiras,fluminense,palmeiras,3,1
vasco,Sport,vasco,2,1
botafogo,coritiba,empate,2,2
ponte preta,Chapecoense,ponte preta,3,2
corinthians,sao paulo,corinthians,3,2
vitoria,atletico mineiro,vitoria,2,0
Avai,flamengo,empate,1,1
cruzeiro,atletico goianense,cruzeiro,2,0
atletico pr,santos,santos,0,2
gremio,bahia,gremio,1,0
atletico goianense,Avai,atletico goianense,3,1
atletico mineiro,atletico pr,atletico pr,0,1
vitoria,botafogo,empate,2,2
Sport,sao paulo,empate,0,0
flamengo,ponte preta,flamengo,2,0
Chapecoense,vasco,Chapecoense,2,1
santos,palmeiras,santos,1,0
corinthians,cruzeiro,corinthians,1,0
coritiba,bahia,empate,0,0
fluminense,gremio,gremio,0,2
atletico goianense,atletico pr,atletico pr,0,1
vasco,Avai,vasco,1,0
santos,ponte preta,empate,0,0
coritiba,corinthians,empate,0,0
Chapecoense,botafogo,botafogo,0,2
sao paulo,atletico mineiro,atletico mineiro,1,2
bahia,palmeiras,palmeiras,2,4
fluminense,flamengo,empate,2,2
Sport,vitoria,vitoria,1,3
cruzeiro,gremio,empate,3,3
vitoria,santos,santos,0,2
botafogo,vasco,botafogo,3,1
palmeiras,atletico goianense,palmeiras,1,0
atletico pr,sao paulo,atletico pr,1,0
atletico mineiro,Sport,empate,2,2
Avai,fluminense,fluminense,0,3
ponte preta,cruzeiro,ponte preta,1,0
corinthians,bahia,corinthians,3,0
gremio,coritiba,gremio,2,0
flamengo,Chapecoense,flamengo,5,1
santos,Sport,Sport,0,1
vasco,atletico goianense,vasco,1,0
cruzeiro,coritiba,cruzeiro,2,0
gremio,corinthians,corinthians,0,1
sao paulo,fluminense,empate,1,1
atletico pr,vitoria,atletico pr,4,1
ponte preta,palmeiras,palmeiras,1,2
bahia,flamengo,flamengo,0,1
Chapecoense,atletico mineiro,atletico mineiro,0,1
botafogo,Avai,Avai,0,2
palmeiras,gremio,palmeiras,1,0
atletico goianense,santos,empate,1,1
atletico mineiro,cruzeiro,atletico mineiro,3,1
Sport,atletico pr,Sport,1,0
corinthians,botafogo,corinthians,1,0
vitoria,bahia,empate,0,0
flamengo,sao paulo,flamengo,2,0
coritiba,vasco,empate,2,2
Avai,ponte preta,empate,0,0
fluminense,Chapecoense,empate,3,3
atletico goianense,vitoria,vitoria,1,2
vasco,flamengo,flamengo,0,1
corinthians,ponte preta,corinthians,2,0
Chapecoense,atletico pr,empate,1,1
bahia,fluminense,empate,1,1
gremio,Avai,Avai,0,2
cruzeiro,palmeiras,cruzeiro,3,1
santos,sao paulo,santos,3,2
botafogo,atletico mineiro,empate,1,1
coritiba,Sport,Sport,0,3
ponte preta,bahia,bahia,0,3
atletico mineiro,santos,santos,0,1
fluminense,botafogo,botafogo,0,1
palmeiras,corinthians,corinthians,0,2
atletico pr,cruzeiro,cruzeiro,0,2
vitoria,vasco,vasco,1,4
sao paulo,atletico goianense,empate,2,2
Sport,Chapecoense,Sport,3,0
flamengo,gremio,gremio,0,1
Avai,coritiba,coritiba,1,4
corinthians,atletico pr,empate,2,2
palmeiras,vitoria,palmeiras,4,2
vasco,santos,empate,0,0
